App Name,Frequency of Use,Satisfaction Rating,What Do You Like Most?,Likelihood to Recommend,Fraud Concerns,App Improvement,Safe to Use,Data Handling,Unsolicited Messages,Comments/Suggestions
Among Us,Never,3,Design/UI,1,Inconsistent behavior across devices,Speed/Performance,Not Sure,No,"No, never",No comments
Hulu,Rarely,3,Ease of use,5,Unexplained data collection,Speed/Performance,Not Sure,No,"Yes, occasionally",No comments
MyFitnessPal,Weekly,5,Design/UI,1,Frequent crashes or slow performance,Features,No,No,"Yes, regularly",No comments
Signal,Daily,2,Design/UI,1,Inconsistent behavior across devices,Speed/Performance,Not Sure,Not Sure,"Yes, occasionally",No comments
Fortnite,Never,4,Customer Support,4,None,Security,No,Yes,"Yes, regularly",No comments
CNN,Rarely,4,Speed/Performance,3,Frequent crashes or slow performance,Speed/Performance,Yes,No,"No, never",No comments
Evernote,Never,4,Customer Support,3,Frequent crashes or slow performance,Speed/Performance,Not Sure,No,"No, never",Suggestions for improvement
Telegram,Daily,5,Ease of use,1,Suspicious permissions request,Speed/Performance,Yes,Not Sure,"No, never",Suggestions for improvement
WhatsApp,Weekly,5,Speed/Performance,1,Suspicious permissions request,User Interface,No,Yes,"Yes, regularly",No comments
Disney+,Never,2,Features,4,Suspicious permissions request,Bug Fixes,No,Yes,"Yes, regularly",No comments
Fitbit,Monthly,2,Features,2,Suspicious permissions request,Security,No,Not Sure,"Yes, occasionally",No comments
Microsoft Word,Rarely,4,Design/UI,2,None,Security,Not Sure,No,"Yes, regularly",No comments
Telegram,Daily,2,Features,3,Suspicious permissions request,User Interface,No,Not Sure,"No, never",Suggestions for improvement
Facebook Messenger,Rarely,1,Ease of use,4,Frequent crashes or slow performance,Security,Yes,Yes,"No, never",No comments
Google Docs,Rarely,1,Features,2,Suspicious permissions request,User Interface,No,No,"Yes, regularly",No comments
Slack,Rarely,4,Customer Support,5,Frequent crashes or slow performance,Bug Fixes,No,No,"Yes, regularly",No comments
Quizlet,Weekly,1,Features,5,None,Speed/Performance,Yes,Yes,"Yes, occasionally",No comments
Evernote,Never,5,Customer Support,1,Suspicious permissions request,Customer Support,Yes,Yes,"Yes, occasionally",No comments
Khan Academy,Daily,2,Speed/Performance,2,None,Security,Yes,Yes,"Yes, occasionally",No comments
Among Us,Never,4,Speed/Performance,3,None,Bug Fixes,Yes,No,"Yes, regularly",No comments
Quizlet,Daily,4,Design/UI,3,Unexplained data collection,Customer Support,Not Sure,Not Sure,"Yes, regularly",Suggestions for improvement
Netflix,Daily,3,Speed/Performance,4,None,Security,Not Sure,Yes,"No, never",No comments
Trello,Rarely,5,Ease of use,4,Unexplained data collection,Customer Support,No,Yes,"No, never",No comments
Google News,Weekly,3,Design/UI,1,Suspicious permissions request,Features,Yes,Yes,"Yes, occasionally",No comments
Facebook,Never,1,Customer Support,3,Frequent crashes or slow performance,Speed/Performance,Not Sure,No,"Yes, occasionally",No comments
Disney+,Daily,3,Customer Support,4,None,Customer Support,No,No,"Yes, regularly",No comments
The New York Times,Monthly,3,Customer Support,5,Inconsistent behavior across devices,Security,No,Not Sure,"Yes, regularly",No comments
Clash of Clans,Weekly,5,Customer Support,1,Unexplained data collection,Bug Fixes,Yes,Yes,"No, never",No comments
Headspace,Never,1,Speed/Performance,4,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Fortnite,Rarely,1,Features,5,Suspicious permissions request,Security,Not Sure,Yes,"Yes, occasionally",Suggestions for improvement
Duolingo,Monthly,2,Speed/Performance,4,Frequent crashes or slow performance,Customer Support,Not Sure,Not Sure,"Yes, occasionally",No comments
Hulu,Weekly,3,Design/UI,4,Inconsistent behavior across devices,Security,Yes,No,"No, never",Suggestions for improvement
Among Us,Monthly,2,Customer Support,5,Suspicious permissions request,Speed/Performance,Not Sure,Yes,"No, never",Suggestions for improvement
Headspace,Rarely,1,Design/UI,4,Unexplained data collection,Bug Fixes,Yes,Yes,"No, never",No comments
Telegram,Daily,2,Customer Support,2,Frequent crashes or slow performance,Customer Support,Not Sure,No,"No, never",No comments
Pinterest,Daily,2,Design/UI,1,None,Security,No,Yes,"Yes, occasionally",Suggestions for improvement
Calm,Weekly,4,Design/UI,4,Unexplained data collection,Bug Fixes,No,Yes,"Yes, regularly",No comments
Google News,Weekly,5,Design/UI,2,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"No, never",No comments
Disney+,Monthly,5,Features,1,Frequent crashes or slow performance,Security,No,Not Sure,"Yes, occasionally",No comments
Strava,Weekly,2,Ease of use,3,Suspicious permissions request,User Interface,No,Yes,"Yes, regularly",No comments
Facebook,Monthly,3,Customer Support,1,None,Speed/Performance,No,Not Sure,"Yes, regularly",No comments
Hulu,Rarely,1,Customer Support,5,Suspicious permissions request,Bug Fixes,Yes,Not Sure,"No, never",No comments
CNN,Daily,1,Customer Support,1,Inconsistent behavior across devices,Features,Not Sure,No,"No, never",No comments
Telegram,Daily,2,Speed/Performance,4,Inconsistent behavior across devices,Security,No,No,"Yes, regularly",Suggestions for improvement
Candy Crush Saga,Monthly,4,Speed/Performance,4,Suspicious permissions request,Bug Fixes,Yes,Yes,"Yes, occasionally",No comments
WhatsApp,Rarely,2,Ease of use,1,Frequent crashes or slow performance,Bug Fixes,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Slack,Weekly,1,Ease of use,1,Unexplained data collection,Security,Not Sure,Not Sure,"No, never",No comments
Fortnite,Monthly,3,Features,4,Frequent crashes or slow performance,Security,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
BBC News,Rarely,2,Ease of use,3,None,Security,Not Sure,No,"Yes, occasionally",Suggestions for improvement
Twitter,Monthly,1,Speed/Performance,5,None,User Interface,Not Sure,Not Sure,"Yes, regularly",No comments
Signal,Monthly,5,Design/UI,1,None,User Interface,No,Not Sure,"Yes, regularly",Suggestions for improvement
Fitbit,Weekly,3,Customer Support,4,Unexplained data collection,User Interface,No,No,"Yes, regularly",No comments
Candy Crush Saga,Never,2,Ease of use,2,Suspicious permissions request,Bug Fixes,Yes,No,"Yes, regularly",No comments
Duolingo,Rarely,1,Features,2,Frequent crashes or slow performance,Bug Fixes,Not Sure,No,"Yes, regularly",Suggestions for improvement
Signal,Monthly,1,Ease of use,1,Inconsistent behavior across devices,User Interface,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Fortnite,Weekly,5,Speed/Performance,2,Frequent crashes or slow performance,Bug Fixes,No,Not Sure,"Yes, occasionally",No comments
YouTube,Weekly,4,Features,3,Frequent crashes or slow performance,Speed/Performance,Yes,Not Sure,"No, never",No comments
Snapchat,Weekly,4,Features,5,Inconsistent behavior across devices,Security,Not Sure,Yes,"Yes, regularly",No comments
Quizlet,Daily,3,Customer Support,4,Unexplained data collection,Customer Support,Yes,Yes,"Yes, regularly",No comments
Quizlet,Weekly,4,Customer Support,3,Inconsistent behavior across devices,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Fitbit,Weekly,1,Customer Support,5,Inconsistent behavior across devices,Speed/Performance,Yes,Yes,"Yes, occasionally",No comments
Coursera,Rarely,3,Customer Support,2,Unexplained data collection,Speed/Performance,No,Yes,"Yes, regularly",No comments
Google News,Never,3,Speed/Performance,1,Frequent crashes or slow performance,User Interface,No,No,"No, never",No comments
WhatsApp,Weekly,2,Customer Support,4,Frequent crashes or slow performance,Customer Support,Not Sure,No,"Yes, occasionally",No comments
Trello,Monthly,3,Ease of use,1,Suspicious permissions request,Security,Not Sure,No,"No, never",No comments
Twitter,Rarely,1,Customer Support,3,Suspicious permissions request,Customer Support,No,No,"No, never",No comments
Facebook,Monthly,4,Ease of use,5,Frequent crashes or slow performance,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
Microsoft Word,Rarely,5,Speed/Performance,1,Unexplained data collection,Speed/Performance,Not Sure,Yes,"Yes, occasionally",Suggestions for improvement
Hulu,Daily,3,Features,5,None,User Interface,Not Sure,Not Sure,"No, never",No comments
Flipboard,Daily,1,Design/UI,1,Inconsistent behavior across devices,Security,Yes,No,"Yes, regularly",No comments
Candy Crush Saga,Rarely,1,Ease of use,4,None,Speed/Performance,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Microsoft Word,Daily,4,Customer Support,3,Unexplained data collection,Features,No,No,"No, never",Suggestions for improvement
Skype,Monthly,2,Customer Support,1,None,Customer Support,Yes,Yes,"Yes, regularly",No comments
Among Us,Rarely,1,Design/UI,4,Frequent crashes or slow performance,Customer Support,Not Sure,Not Sure,"No, never",No comments
Spotify,Rarely,5,Features,2,None,Features,No,Yes,"Yes, occasionally",Suggestions for improvement
Strava,Weekly,2,Design/UI,2,None,Customer Support,No,Yes,"No, never",Suggestions for improvement
Calm,Monthly,1,Design/UI,4,Suspicious permissions request,Features,Yes,No,"Yes, occasionally",No comments
Signal,Rarely,4,Design/UI,3,Suspicious permissions request,Customer Support,Not Sure,Not Sure,"Yes, regularly",No comments
CNN,Weekly,5,Features,3,Frequent crashes or slow performance,Speed/Performance,Not Sure,Yes,"No, never",No comments
Snapchat,Daily,5,Speed/Performance,5,None,Bug Fixes,No,Yes,"Yes, occasionally",No comments
Google News,Weekly,5,Features,4,None,Features,No,No,"No, never",No comments
WhatsApp,Weekly,2,Design/UI,3,Frequent crashes or slow performance,Features,Not Sure,Yes,"No, never",No comments
Telegram,Weekly,1,Customer Support,1,None,User Interface,No,Not Sure,"Yes, regularly",No comments
Trello,Monthly,4,Design/UI,4,Suspicious permissions request,Features,Not Sure,Not Sure,"Yes, occasionally",No comments
Coursera,Monthly,2,Ease of use,1,Frequent crashes or slow performance,Bug Fixes,No,No,"Yes, occasionally",No comments
Microsoft Word,Monthly,5,Features,2,Inconsistent behavior across devices,Bug Fixes,No,Yes,"Yes, regularly",No comments
Skype,Daily,2,Design/UI,4,Suspicious permissions request,Security,No,Yes,"Yes, regularly",No comments
Signal,Weekly,4,Features,4,Frequent crashes or slow performance,Customer Support,Not Sure,Yes,"Yes, regularly",Suggestions for improvement
Evernote,Never,1,Speed/Performance,3,Suspicious permissions request,Bug Fixes,Yes,Yes,"No, never",No comments
CNN,Monthly,5,Ease of use,5,Unexplained data collection,User Interface,Yes,Yes,"No, never",No comments
Fortnite,Weekly,5,Features,2,Unexplained data collection,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
YouTube,Rarely,3,Design/UI,3,Inconsistent behavior across devices,Customer Support,No,Yes,"No, never",No comments
CNN,Weekly,2,Ease of use,5,Suspicious permissions request,Customer Support,Not Sure,Yes,"Yes, occasionally",No comments
Instagram,Rarely,3,Ease of use,4,Frequent crashes or slow performance,Bug Fixes,Yes,Yes,"No, never",Suggestions for improvement
MyFitnessPal,Rarely,3,Speed/Performance,3,Suspicious permissions request,Features,Yes,No,"Yes, regularly",No comments
Signal,Weekly,4,Features,3,Unexplained data collection,Speed/Performance,No,Not Sure,"Yes, regularly",No comments
Microsoft Word,Weekly,1,Customer Support,2,Frequent crashes or slow performance,Bug Fixes,Yes,Yes,"No, never",Suggestions for improvement
Candy Crush Saga,Daily,1,Design/UI,2,Frequent crashes or slow performance,Customer Support,No,No,"Yes, occasionally",Suggestions for improvement
Netflix,Weekly,1,Ease of use,1,Unexplained data collection,Security,Yes,Yes,"Yes, regularly",Suggestions for improvement
Flipboard,Weekly,3,Customer Support,4,Inconsistent behavior across devices,Features,No,No,"Yes, occasionally",No comments
Clash of Clans,Weekly,5,Ease of use,1,Inconsistent behavior across devices,Features,Not Sure,Not Sure,"No, never",No comments
Snapchat,Monthly,1,Ease of use,2,None,User Interface,No,Not Sure,"No, never",Suggestions for improvement
Evernote,Rarely,4,Customer Support,3,Suspicious permissions request,Bug Fixes,Not Sure,No,"Yes, occasionally",No comments
Headspace,Never,2,Features,5,Inconsistent behavior across devices,Bug Fixes,Not Sure,Not Sure,"No, never",Suggestions for improvement
Pinterest,Monthly,5,Ease of use,3,Unexplained data collection,Speed/Performance,No,Yes,"Yes, regularly",No comments
Google Docs,Daily,1,Design/UI,2,Frequent crashes or slow performance,Features,Yes,No,"Yes, regularly",No comments
Khan Academy,Rarely,1,Customer Support,3,Suspicious permissions request,Bug Fixes,No,No,"Yes, occasionally",No comments
MyFitnessPal,Monthly,1,Ease of use,3,None,Security,Yes,Not Sure,"No, never",No comments
The New York Times,Monthly,4,Ease of use,1,Inconsistent behavior across devices,Features,Not Sure,Not Sure,"No, never",No comments
Candy Crush Saga,Monthly,2,Design/UI,1,Unexplained data collection,User Interface,No,Yes,"Yes, occasionally",No comments
Evernote,Never,1,Ease of use,3,None,Customer Support,Yes,Not Sure,"No, never",No comments
Duolingo,Monthly,2,Design/UI,4,None,Customer Support,No,Yes,"Yes, occasionally",Suggestions for improvement
Facebook Messenger,Rarely,3,Design/UI,2,Unexplained data collection,Security,No,Yes,"No, never",No comments
Khan Academy,Rarely,5,Speed/Performance,1,None,Bug Fixes,Yes,Not Sure,"No, never",Suggestions for improvement
CNN,Rarely,2,Design/UI,4,Inconsistent behavior across devices,Features,Not Sure,Yes,"Yes, occasionally",No comments
Strava,Never,4,Features,5,Frequent crashes or slow performance,User Interface,Not Sure,Yes,"Yes, regularly",No comments
Netflix,Rarely,5,Customer Support,4,Frequent crashes or slow performance,Security,Yes,Yes,"Yes, regularly",No comments
Strava,Weekly,2,Speed/Performance,2,Unexplained data collection,Customer Support,Yes,Yes,"Yes, regularly",No comments
Khan Academy,Daily,4,Customer Support,2,Unexplained data collection,User Interface,No,Yes,"No, never",Suggestions for improvement
PUBG Mobile,Monthly,3,Customer Support,5,Suspicious permissions request,Customer Support,Yes,Yes,"Yes, regularly",No comments
PUBG Mobile,Daily,4,Customer Support,1,Unexplained data collection,Security,Not Sure,Yes,"Yes, regularly",No comments
Among Us,Monthly,2,Customer Support,3,Inconsistent behavior across devices,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Trello,Rarely,1,Design/UI,2,Inconsistent behavior across devices,Security,Yes,No,"No, never",Suggestions for improvement
Strava,Monthly,2,Customer Support,1,Inconsistent behavior across devices,Customer Support,Yes,No,"Yes, occasionally",No comments
Khan Academy,Rarely,5,Customer Support,5,Suspicious permissions request,Speed/Performance,Yes,Not Sure,"Yes, regularly",No comments
The New York Times,Never,2,Speed/Performance,2,Unexplained data collection,Speed/Performance,Yes,No,"No, never",No comments
Snapchat,Monthly,5,Design/UI,2,Inconsistent behavior across devices,Bug Fixes,Not Sure,Yes,"Yes, occasionally",No comments
Flipboard,Weekly,1,Speed/Performance,4,Suspicious permissions request,Security,Not Sure,Yes,"Yes, regularly",No comments
Instagram,Daily,4,Speed/Performance,5,Inconsistent behavior across devices,Speed/Performance,No,Not Sure,"No, never",No comments
Candy Crush Saga,Weekly,1,Ease of use,5,Frequent crashes or slow performance,Security,No,Not Sure,"Yes, occasionally",No comments
YouTube,Never,5,Ease of use,3,Frequent crashes or slow performance,Bug Fixes,Not Sure,Yes,"No, never",No comments
Facebook Messenger,Monthly,4,Features,3,Unexplained data collection,User Interface,Yes,Not Sure,"No, never",No comments
Quizlet,Rarely,1,Customer Support,3,Suspicious permissions request,Speed/Performance,Not Sure,No,"Yes, regularly",No comments
Hulu,Monthly,4,Features,4,Unexplained data collection,Bug Fixes,No,Not Sure,"No, never",No comments
PUBG Mobile,Rarely,2,Speed/Performance,3,Inconsistent behavior across devices,Bug Fixes,No,Not Sure,"No, never",No comments
Candy Crush Saga,Daily,2,Customer Support,2,None,Features,Not Sure,Yes,"Yes, regularly",No comments
Spotify,Weekly,5,Features,3,Suspicious permissions request,User Interface,No,Not Sure,"No, never",No comments
CNN,Daily,1,Speed/Performance,3,None,Speed/Performance,No,Not Sure,"Yes, occasionally",No comments
Skype,Rarely,5,Speed/Performance,1,None,Speed/Performance,Yes,Not Sure,"Yes, regularly",Suggestions for improvement
